
İlaç Adı,Barkod,ATC Kodu,ATC Adı
POTAS.KL %7.5 10 ML 10 AMPUL,8699788750805,B05XA01,potassium chloride
POTASYUM KLORUR %22.5 10 ML 10 AMPUL,8699607750573,B05XA01,potassium chloride
POTASYUM KLORUR %7.5 10 ML 10 AMPUL,8699607750511,B05XA01,potassium chloride
"POTASYUM KLORUR ONFARMA %7,5 10 ML 10 AMPUL",8680202600073,B05XA01,potassium chloride
POTCIT 10 MEQ 100 KONTROLLU SALIM TABLETI,8699819030692,A12BA02,potassium citrate
POTEX 880MG/1G GRANUL 20 POSET,8699828240037,V03AE01,polystyrene sulfonate
"POT-K 1,56 G EFERVESAN TABLET (15 TABLET)",8680881020506,A12BA30,potassium (different salts in combination) 
"POT-K 1,56 G EFERVESAN TABLET (30 TABLET)",8680881020513,A12BA30,potassium (different salts in combination) 
POT-OUT 880 MG / 1 G GRANUL (20 ADET),8699844242145,V03AE01,polystyrene sulfonate
"POTRICAL-B %0,005 + %0,05 MERHEM",8699738380908,D05AX52,"calcipotriol, combinations"
PRABEX 20 MG 14 ENTERIK KAPLI TABLET,8699516047443,A02BC04,rabeprazole
PRABEX 20 MG 28 ENTERIK KAPLI TABLET,8699516047467,A02BC04,rabeprazole
PRADAXA 110 MG 60 SERT KAPSUL,8699693150059,B01AE07,dabigatran etexilate
PRADAXA 150 MG 60 SERT KAPSUL,8699693150127,B01AE07,dabigatran etexilate
PRADAXA 75 MG 60 SERT KAPSUL,8699693150042,B01AE07,dabigatran etexilate
PRAKORTIL %1+%1 KREM (30 G),8699680350158,D07XA01,hydrocortisone
PRAKTEN 2 MG/5 ML SURUP,8699516576097,R06AX02,cyproheptadine
PRALAS 100 MCG/ 20 MCG INHALASYON ICIN OLCULU DOZ AEROSOL ,8699525520166,R03AL02,salbutamol and ipratropium bromide
"PRALAS 2,5 MG + 0,5 MG / 2,5 ML NEBULIZASYON COZELTISI (20 FLAKON)",8699525520036,R03AL02,salbutamol and ipratropium bromide 
"PRAMOFEN %1+%0,25 KREM (50 G)",8681801420109,C05AD07,pramocaine
PRATIN 2 MG 30 FILM TABLET,8699540091252,C10AA08,pitavastatin
PRATIN 4 MG 30  FILM TABLET,8699540091269,C10AA08,pitavastatin
PRAVACHOL 10 MG 20 TABLET,8699525016775,C10AA03,pravastatin
PRAVACHOL 20 MG 20 TABLET,8699525016782,C10AA03,pravastatin
PRAVACHOL 40 MG 30 TABLET,8699525016799,C10AA03,pravastatin
PRECORT 16 MG 20 TABLET,8699828011057,H02AB04,methylprednisolone
PRECORT 4 MG 20 TABLET,8699828011040,H02AB04,methylprednisolone
PRECORT-LIYO 20 MG IM/IV ENJEKSIYON ICIN LIYOFILIZE TOZ ICEREN AMPUL,8699828750451,H02AB04,methylprednisolone
PRECORT-LIYO 250 MG IM/IV ENJEKSIYON ICIN LIYOFILIZE TOZ ICEREN AMPUL,8699828750468,H02AB04,methylprednisolone
PRECORT-LIYO 40 MG IM/IV ENJEKSIYON ICIN LIYOFILIZE TOZ ICEREN AMPUL,8699828750475,H02AB04,methylprednisolone
PRECOXIN %10 SPREY (40 ML),8699771001112,N01BB02,lidocaine
PRED FORTE %1 5 ML OFT.SOL.,8699490571040,S01BA04,prednisolone
"PREDNOL % 0,125 30 GR KREM",8699541350013,D07AB08,desonide
"PREDNOL % 0,125 30 GR POMAD",8699541380010,D07AB08,desonide
PREDNOL 16 MG 20 TABLET,8699541010504,H02AB04,methylprednisolone
PREDNOL 4 MG 20 TABLET,8699541010405,H02AB04,methylprednisolone
PREDNOL-L 20 MG 1 AMPUL,8699541790901,H02AB04,methylprednisolone
PREDNOL-L 250 MG 1 AMPUL,8699541791205,H02AB04,methylprednisolone
PREDNOL-L 40 MG 1 AMPUL,8699541791007,H02AB04,methylprednisolone
PRELICA 75 MG 56 KAPSUL,8680760150263,N02BF02,pregabalin
PREPAGEL 40 G JEL,8699559340020,M02AC,Preparations with salicylic acid derivatives
"PREVENAR 13/0,5 ML IM ENJEKSIYON ICIN SUS. ICEREN KUL.HAZIR ENJEKTOR",8681308966308,J07AL02,"pneumococcus, purified polysaccharides antigen conjugated"
PREXET 100 MG IV INFUZYON ICIN LIYOFILIZE TOZ ICEREN FLAKON,8699541794718,L01BA04,pemetrexed
PREXET 500 MG IV INFUZYON ICIN LIYOFILIZE TOZ ICEREN FLAKON,8699541794725,L01BA04,pemetrexed
PREZISTA 400 MG 60 FILM KAPLI TABLET,8699593095290,J05AE10,darunavir
PREZISTA 600 MG 60 FILM KAPLI TABLET,8699593095306,J05AE10,darunavir
PRICAIN %2 IV ENJEKSIYONLUK COZ. ICEREN FLAKON,8699606774693,N01BB04,prilocaine
PRICALEST %2 ENJEKSIYONLUK COZELTI ICEREN 1 FLAKON,8680712770136,N01BB04,prilocaine
PRIDESMO 120 MCG DILALTI TABLET (30 TABLET),8699738050023,H01BA02,desmopressin
PRIDESMO 60 MCG DILALTI TABLET (30 TABLET),8699738050016,H01BA02,desmopressin
PRIFEMYN DR 10 MG/10 MG DEGISTIRILMIS SALIMLI TABLET ( 30 TABLET),8681880030053,R06AA59,"doxylamine, combinations"
PRILAM DR 10 MG/ 10 MG DEGISTIRILMIS SALIMLI 30 TABLET,8699680090788,R06AA59,"doxylamine, combinations"
PRILIGY 30 MG 3 FILM KAPLI TABLET,8699832090536,G04BX14,dapoxetine
PRILIGY 30 MG 6 FILM KAPLI TABLET,8699832090543,G04BX14,dapoxetine
PRILIGY 60 MG 3 FILM KAPLI TABLET,8699832090567,G04BX14,dapoxetine
PRILIGY 60 MG 6 FILM KAPLI TABLET,8699832090574,G04BX14,dapoxetine
PRILOC %2 ENJEKSIYONLUK SOLUSYON ICEREN FLAKON,8699844770143,N01BB04,prilocaine
PRIMENE %10 INFUZYONLUK PEDIYATRIK AMINOASIT COZELTISI 250 ML,8699586693199,B05BA01,amino acids
PRIMOLUT-N 5 MG 30 TABLET,8699546010066,G03DC02,norethisterone
"PRIMOVIST 0,25 MMOL/ML ENJEKTABL SOLUSYON ICEREN KULLANIMA HAZIR ENJEKTOR 1x10 ML",8699546959341,V08CA10,gadoxetic acid
PRIMSEL 10 MG/2 ML 5 AMPUL,8699788751604,A03FA01,metoclopramide
PRIORIX 1 SIRIGA + FLAKON,8699522967469,J07BD52,"measles, combinations with mumps and rubella, live attenuated"
PRIVIGEN 10 G/100 ML IV INFUZYONLUK COZELTI,8681624980163,J06BA02,"immunoglobulins, normal human, for intravascular adm."
PRIVIGEN 5 G/50 ML IV INFUZYONLUK COZELTI,8681624980156,J06BA02,"immunoglobulins, normal human, for intravascular adm."
"PRIZIN 12,5 MG /25 MG TABLET (30 TABLET)",8680131757268,R06AE55,"meclozine, combinations"
PROBLOK 100 MG 20 TABLET,8699792011480,C07AB02,metoprolol
PROBLOK 50 MG 20 TABLET,8699792091499,C07AB02,metoprolol
PROCALAMINE SISE 1000 ML(SETLI),8699556696717,B05BA10,combinations
PROCALAMINE SISE 1000 ML(SETSIZ),8699556696625,B05BA10,combinations
PROCALAMINE SISE 500 ML(SETLI),8699556696441,B05BA10,combinations
PROCALAMINE SISE 500 ML(SETSIZ),8699556696540,B05BA10,combinations
PROCALUT 150 MG 28 FILM TABLET,8699828090144,L02BB03,bicalutamide
PROCALUT 50 MG 28 FILM TABLET,8699828090137,L02BB03,bicalutamide
PROCTO-GLYVENOL 30 GR KREM,8699559330014,C05AX05,tribenoside
PROCTO-GLYVENOL 400+40 MG 10 SUPOZITUAR,8699559890037,C05AX05,tribenoside
PROCTOLOG 10 MG/120 MG SUPPOZITUVAR (10 ADET),8681308891006,C05AX03,"other preparations, combinations"
PROCTOLOG RECTAL 30 GR KREM,8681308331007,C05AX03,"other preparations, combinations"
"PROFENID %2,5 MG 60 GR JEL",8699809340015,M02AA10,ketoprofen
PROFENID 1 MG/ML 150 ML SURUP,8699809575097,M01AE03,ketoprofen
"PRO-FLEKS % 0,9 SODYUM KLORUR IZOTONIK COZELTISI 100 ML(SETLI)",8680624796842,B05XA03,sodium chloride
"PRO-FLEKS % 0,9 SODYUM KLORUR IZOTONIK COZELTISI 100 ML(SETSIZ)",8680624796750,B05XA03,sodium chloride
"PRO-FLEKS % 0,9 SODYUM KLORUR IZOTONIK COZELTISI 1000 ML(SETLI)",8680624796880,B05XA03,sodium chloride
"PRO-FLEKS % 0,9 SODYUM KLORUR IZOTONIK COZELTISI 1000 ML(SETSIZ)",8680624796163,B05XA03,sodium chloride
"PRO-FLEKS % 0,9 SODYUM KLORUR IZOTONIK COZELTISI 150 ML(SETLI)",8680624796859,B05XA03,sodium chloride
"PRO-FLEKS % 0,9 SODYUM KLORUR IZOTONIK COZELTISI 150 ML(SETSIZ)",8680624796767,B05XA03,sodium chloride
"PRO-FLEKS % 0,9 SODYUM KLORUR IZOTONIK COZELTISI 250 ML(SETLI)",8680624796866,B05XA03,sodium chloride
"PRO-FLEKS % 0,9 SODYUM KLORUR IZOTONIK COZELTISI 250 ML(SETSIZ)",8680624796774,B05XA03,sodium chloride
"PRO-FLEKS % 0,9 SODYUM KLORUR IZOTONIK COZELTISI 50 ML(SETLI)",8680624796835,B05XA03,sodium chloride
"PRO-FLEKS % 0,9 SODYUM KLORUR IZOTONIK COZELTISI 50 ML(SETSIZ)",8680624796736,B05XA03,sodium chloride
"PRO-FLEKS % 0,9 SODYUM KLORUR IZOTONIK COZELTISI 500 ML(SETLI)",8680624796873,B05XA03,sodium chloride
"PRO-FLEKS % 0,9 SODYUM KLORUR IZOTONIK COZELTISI 500 ML(SETSIZ)",8680624796156,B05XA03,sodium chloride
PRO-FLEKS %5 DEKSTROZ COZELTISI 100 ML SETSIZ,8680624796798,B05BA03,carbohydrates
PRO-FLEKS %5 DEKSTROZ COZELTISI 1000 ML(SETSIZ),8680624796286,B05BA03,carbohydrates
PRO-FLEKS %5 DEKSTROZ COZELTISI 150 ML SETSIZ,8680624796804,B05BA03,carbohydrates
PRO-FLEKS %5 DEKSTROZ COZELTISI 250 ML SETSIZ,8680624796811,B05BA03,carbohydrates
PRO-FLEKS %5 DEKSTROZ COZELTISI 50 ML SETSIZ,8680624796743,B05BA03,carbohydrates
PRO-FLEKS %5 DEKSTROZ COZELTISI 500 ML SETSIZ,8680624796828,B05BA03,carbohydrates
PROGAS 40 MG IV ENJ. TOZ ICEREN 1 FLAKON,8680184790106,A02BC02,pantoprazole
PROGESTAN 100 MG 30 YUMUSAK KAPSUL,8699828190189,G03DA04,progesterone
PROGESTAN 200 MG 30 YUMUSAK KAPSUL,8699828190394,G03DA04,progesterone
PROGESTAN 50 MG/ML IM ENJ. COZ. ICEREN 5 AMPUL,8699828750338,G03DA04,progesterone
PROGESTAN DEX 25 MG / 1 ML I.M. /S.C. ENJEKSIYONLUK COZELTI (7 AMPUL),8699828750758,G03DA04,progesterone
"PROGRAF 0,5 MG 50 KAPSUL",8699043890321,L04AD02,tacrolimus
PROGRAF 1 MG 50 KAPSUL,8699043890338,L04AD02,tacrolimus
PROGRAF 5 MG 50 KAPSUL,8699043890345,L04AD02,tacrolimus
PROGRAF 5 MG/ML KONSANTRE IV INFUZYON ICIN SOLUSYON ICEREN 10 AMPUL,8699043890352,L04AD02,tacrolimus
PROJEZIK 100 MG 15 FILM TABLET,8699844090319,M01AE09,flurbiprofen
PROLASTIN-C 1000 MG IV INFUZYON ICIN LIYOFILIZE TOZ ICEREN 1 FLAKON,8699769980351,B02AB02,alfa1 antitrypsin
PROLIA 60 MG KULLANIMA HAZIR ENJEKTOR ICINDE ENJEKSIYONLUK COZELTI (1 KORUMALI ENJEKTOR),8699862950107,M05BX04,denosumab
"PROLIA 60 MG/ML SC ENJEKSIYONLUK COZELTI
ICEREN KULLANIMA HAZIR ENJEKTOR (1 ADET)",8699862950251,M05BX04,denosumab
PROLIXIN DECONATE 25 MG 1 AMPUL,8699525786807,N05AB02,fluphenazine
PROLUTEX 25 MG ENJEKSIYONLUK COZELTI (7 FLAKON),8680426040136,G03DA04,progesterone
PROLUTON DEPOT 500 MG/2ML 1 AMPUL,8699546750283,G03DA03,hydroxyprogesterone
PROMESTER 50 MG/ML I.M. ENJEKSIYONLUK COZELTI (5 FLAKON),8699844772574,G03DA04,progesterone
PROMIN 5000IU/5ML I.V ENJEKSIYONLUK COZELTO ICEREN 1 AMPUL,8699844750961,V03AB14,protamine
PRONAT ORAL SUSPANSIYON 200 ML,8699844700874,A02BX13,alginic acid
PROPECIA 1 MG 28 TABLET,8699636090909,D11AX10,finasteride
PROPECIA 1 MG FILM KAPLI TABLET (28 TABLET),8683280337343,D11AX10,finasteride
PROPESS OVUL 10 MG 1 OVUL,8697621900530,G02AD02,dinoprostone
PROPOFOL-PF %1 200 MG/20 ML I.V. ENJEKSIYONLUK/ INFUZYONLUK EMULSIYON (5 AMPUL),8699606756231,N01AX10,propofol
PROPYCIL 50 MG 20 TABLET,8699559010039,H03BA02,propylthiouracil
PROPYCIL 50 MG 50 TABLET,8699559010046,H03BA02,propylthiouracil
"PROQUAD 0,5 ML ENJ. SUSP. HAZIRLAMAK ICIN LIYOFILIZE TOZ ICEREN 1 FLAKON ",8699636960400,J07BD54,"measles, combinations with mumps, rubella and varicella, live attenuated"
PROSCAR 5 MG 28 TABLET,8699636090602,G04CB01,finasteride
PROSCAR 5 MG FILM KAPLI TABLET (28 TABLET),8683280337350,G04CB01,finasteride
PROTAZ 40 MG IV ENJ. TOZ ICEREN 1 FLAKON,8681639790016,A02BC02,pantoprazole
PROTECH 40 MG 14 ENTERIK KAPLI TABLET,8699580040012,A02BC02,pantoprazole
PROTECH 40 MG 28 ENT.KAPLI TABLET,8699580040029,A02BC02,pantoprazole
PROTINUM 20 MG 28 TABLET,8699543040110,A02BC02,pantoprazole
PROTINUM 40 MG 14 TABLET,8699543040042,A02BC02,pantoprazole
PROTINUM 40 MG 28 TABLET,8699543040059,A02BC02,pantoprazole
PROTONEX 40 MG 28 ENTERIK KAPLI TABLET,8699514136125,A02BC02,pantoprazole
PROVIRON 25 MG 20 TABLET,8699546010042,G03BB01,mesterolone
PROXAR SURUP (100 ML) ,8699543570105,R05CA12,hederae helicis folium
PROZAC 20 MG 24 KAPSUL,8699673150116,N06AB03,fluoxetine
PROZERO 18x250 ML,8690632012810,V06CA,Nutrients without phenylalanine
PROZERO 6x1 L,8690632012803,V06CA,Nutrients without phenylalanine
PSOBETAZOL %0.05 KOPUK (50 G),8699580310047,D07AD01,clobetasol
"PSOCAL BETA %0,005 + %0,05 MERHEM (30 GR)",8699591380053,D05AX52,"calcipotriol, combinations"
"PSODERM % 0,05 50 GR MERHEM",8699525388469,D07AD01,clobetasol
"PSODERM % 0,05 SAC LOSYONU",8699525498113,D07AD01,clobetasol
"PSODERM %0,05 50 G KREM",8699525359483,D07AD01,clobetasol
"PSORCUTAN %0,005 MERHEM",8699514380047,D05AX02,calcipotriol
"PSORCUTAN 0,05 MG/ML SCALP COZELTI",8699514650140,D05AX02,calcipotriol
PSORCUTAN BETA 50 MCG/G + 500 MCG/G MERHEM,8699514380054,D05AX52,"calcipotriol, combinations"
PSORETIN 10 MG SERT KAPSUL (100 KAPSUL),8699738150013,D05BB02,acitretin
PSORETIN 25 MG SERT KAPSUL (100 KAPSUL),8699738150020,D05BB02,acitretin
"PSOVATE %0,05 50 GR KREM",8699512350059,D07AD01,clobetasol
"PSOVATE %0,05 50 GR MERHEM",8699512380025,D07AD01,clobetasol
PSOVATE 25 ML LOSYON,8699512490014,D07AD01,clobetasol
PUBILTOR 20 MG FILM KAPLI TABLET (60 FILM TABLET),8699525099570,G04BE08,tadalafil
PULARTER 20 MG FILM KAPLI TABLET (90 TABLET),8680760092280,G04BE03,sildenafil
PULCET 40 MG 14 ENTERIK TABLET,8699540040151,A02BC02,pantoprazole
PULCET 40 MG 28 E.TABLET,8699540040168,A02BC02,pantoprazole
PULMICORT 400 MCG 100 DOZ TURBUHALER,8699786550049,R03BA02,budesonide
"PULMISTAT FORT 22,5 MG/ 5 ML SURUP 100 ML",8699527575300,R05DB13,butamirate
PULMOCARE 250 ML FSMP,8699548990342,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations"
PULMOR 15 MG/5 ML PEDIATRIK 150 ML SURUP,8699580570076,R05CB06,ambroxol
PULMOR 30 MG/5 ML 150 ML SURUP,8699580570052,R05CB06,ambroxol
PULMOREST 30 MG/5 ML 150 ML SURUP,8699527574389,R05DB27,levodropropizine
PULMOREST FORT 60 MG/5 ML SURUP,8699527574419,R05DB27,levodropropizine
PULMOTUS 30 MG + 2 MG / 5 ML SURUP,8680150570121,R05DB20,combinations
"PULMOZYME 2,5 MG 30 AMPUL",8699505751313,R05CB13,dornase alfa (desoxyribonuclease)
PURDOX %5 KREM 30 G,8699708350047,D04AX01,doxepin
PURE-FINE 31G 4MM 100 ADET INSULIN IGNE UCU,8699241770609,V07AY,Other non-therapeutic auxiliary products
PURE-FINE 31G 6MM 100 ADET INSULIN IGNE UCU,8699241770616,V07AY,Other non-therapeutic auxiliary products
PURE-FINE 31G 8MM 100 ADET INSULIN IGNE UCU,8699241770623,V07AY,Other non-therapeutic auxiliary products
PURINETHOL 50 MG 25 TABLET,8699874080076,L01BB02,mercaptopurine
PURINOL EFERVESAN 140 GR GRANUL,8699559210040,J01XX05,methenamine
PURINOL EFERVESAN 70 GR GRANUL,8699559210033,J01XX05,methenamine
"QALYVIZ 0,25 MCG YUMUSAK KAPSUL",8699511190670,A11CC04,calcitriol
"QALYVIZ 0,5 MCG YUMUSAK KAPSUL",8699511190663,A11CC04,calcitriol
QLAIRISTA 28 FILM KAPLI TABLET,8699546090068,G03AB08,dienogest and estradiol
"QUANTAVIR 0,5 MG 30 FILM TABLET",8699514092803,J05AF10,entecavir
QUANTAVIR 1 MG 30 FILM TABLET,8699514092834,J05AF10,entecavir
QUELEPT 100 MG 30 FILM TABLET,8699680090115,N05AH04,quetiapine
QUELEPT 150 MG FILM KAPLI TABLET (30 TABLET),8699680091334,N05AH04,quetiapine
QUELEPT 200 MG 30 FILM TABLET,8699680090122,N05AH04,quetiapine
QUELEPT 25 MG 30 FILM TABLET,8699680090108,N05AH04,quetiapine
QUELEPT 300 MG 30 FILM TABLET,8699680090139,N05AH04,quetiapine
QUELEPT 50 MG FILM KAPLI TABLET (30 TABLET),8699680091327,N05AH04,quetiapine
QUET 100 MG 30 FILM TABLET,8699525095657,N05AH04,quetiapine
QUET 150 MG 30 FILM TABLET,8699525095664,N05AH04,quetiapine
QUET 200 MG 30 FILM TABLET,8699525095688,N05AH04,quetiapine
QUET 25 MG 30 FILM TABLET,8699525095640,N05AH04,quetiapine
QUET 300 MG 30 FILM TABLET,8699525095701,N05AH04,quetiapine
QUET 400 MG 30 FILM TABLET,8699525099211,N05AH04,quetiapine
QUET XR 150 MG UZATILMIS SALIMLI 30 TABLET,8699525030085,N05AH04,quetiapine
QUET XR 200 MG UZATILMIS SALIMLI 30 TABLET,8699525030061,N05AH04,quetiapine
QUET XR 300 MG UZATILMIS SALIMLI 30 TABLET,8699525030108,N05AH04,quetiapine
QUET XR 400 MG UZATILMIS SALIMLI 30 TABLET,8699525030122,N05AH04,quetiapine
QUET XR 50 MG UZATILMIS SALIMLI 30 TABLET,8699525030146,N05AH04,quetiapine
RABBY-D 10 MG 28 ENTERIK KAPLI TABLET,8680881043505,A02BC07,dexrabeprazole
RABELIS 20 MG 28 ENTERIK KAPLI TABLET,8697929040150,A02BC04,rabeprazole
RABELIS 20 MG ENTERIK KAPLI TABLET (28 TABLET),8697927044969,A02BC04,rabeprazole
RABIZA 20 MG 14 ENTERIK KAPLI TABLET,8699680040042,A02BC04,rabeprazole
RABIZA 20 MG 28 ENTERIK KAPLI TABLET,8699680040011,A02BC04,rabeprazole
RABOBER 20 MG GASTRO REZISTAN TABLET (28 TABLET),8699591040018,A02BC04,rabeprazole
RACE 10 MG 28 TABLET,8699543010847,C09AA05,ramipril
"RACE 2,5 MG 28 TABLET",8699543010823,C09AA05,ramipril
RACE 5 MG 28 TABLET,8699543010830,C09AA05,ramipril
"RACE PLUS 2,5 MG/12,5 MG 28 TABLET",8699543010854,C09BA05,ramipril and diuretics
RACE PLUS 5 MG/25 MG 28 TABLET,8699543010861,C09BA05,ramipril and diuretics
RAJIL 1 MG 30 TABLET,8699293013815,N04BD02,rasagiline
RALEF 20 MG 30 FILM TABLET,8699293093633,L04AK01,leflunomide
RAMADEX 100 MG / 2ML ENJEKSIYONLUK COZELTI (5 AMPUL),8680222750420,N02AX02,tramadol
"RAMIPEX 0,25 MG 100 TABLET",8699525015556,N04BC05,pramipexole
RAMIPEX 1 MG 100 TABLET,8699525015532,N04BC05,pramipexole
RANEKS 20 MG 28 ENTERIK KAPLI TABLET,8699569040071,A02BC04,rabeprazole
RANESEVA 800 MG FILM KAPLI TABLET (180 TABLET),8680008040325,V03AE02,sevelamer
RANITAB 150 MG 60 FILM TABLET,8699525091147,A02BA02,ranitidine
RANITAB 300 MG 30 FILM TABLET,8699525091154,A02BA02,ranitidine
RANITAB 50 MG/2 ML 5 AMPUL,8699525753984,A02BA02,ranitidine
RANTUDIL 90 MG UZATILMIS SALIMLI 10 KAPSUL,8698856150127,M01AB11,acemetacin
RANTUDIL FORTE 60 MG 20 KAPSUL,8698856150103,M01AB11,acemetacin
RAPAMUNE 1 MG 100 FILM DRAJE,8681308127464,L04AH01,sirolimus
RAPAMUNE 1 MG/ML 60 ML ORAL SOLUSYON,8681308597472,L04AH01,sirolimus
RASALAS 1 MG 30 FILM TABLET,8699514010760,N04BD02,rasagiline
RASTEL 25 MG 20 CENTIKLI FILM TABLET,8699586094217,M01AE17,dexketoprofen
RAVIVO 500 MG 7 FILM KAPLI TABLET,8699580090383,J01MA12,levofloxacin
RAXERIN 10 MG DAGILABILIR 16 TABLET,8699680070018,A07XA04,racecadotril
RAXERIN 100 MG 20 KAPSUL,8699680150116,A07XA04,racecadotril
RAXERIN 30 MG DAGILABILIR 30 TABLET,8699680070025,A07XA04,racecadotril
RAZINA 375 MG UZATILMIS SALIMLI TABLET  (60 TABLET),8699543030388,C01EB18,ranolazine
RAZINA 500 MG UZATILMIS SALIMLI TABLET  (60 TABLET),8699543030395,C01EB18,ranolazine
RAZINA 750 MG UZATILMIS SALIMLI TABLET (60 TABLET),8699543030401,C01EB18,ranolazine
RAZOGEN 20 MG 28 ENTERIK KAPLI TABLET,8699293043799,A02BC04,rabeprazole
REAMPLA  125 MG KAPSUL (21 KAPSUL),8681308150035,L01EF01,palbociclib
REAMPLA 100 MG KAPSUL (21 KAPSUL),8681308150028,L01EF01,palbociclib
REAMPLA 75 MG KAPSUL (21 KAPSUL),8681308150011,L01EF01,palbociclib
"REBIF 132 MIKROGRAM/1,5 ML KARTUSTA ENJEKSIYONLUK COZELTI",8699777950360,L03AB07,interferon beta-1a
REBIF 22 KULLANIMA HAZIR 3 ADET SIRINGA,8699777950186,L03AB07,interferon beta-1a
REBIF 44 KULLANIMA HAZIR 12 ADET SIRINGA,8699777950209,L03AB07,interferon beta-1a
REBLOZYL 25 MG ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ (1 FLAKON),8699726269505,B03XA06,luspatercept
REBLOZYL 75 MG ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ (1 FLAKON),8699726269406,B03XA06,luspatercept
RECBUTIN 10 SUPOZITUVAR,8699514890010,C05AX03,"other preparations, combinations"
RECBUTIN RECTAL KREM 30 G,8699514420019,C05AX03,"other preparations, combinations"
"RECHROSITOL 10 MCG /2 ML IV ENJEKSIYONLUK COZELTI (5
AMPUL)",8699606757290,H05BX02,paricalcitol
RECHROSITOL 5 MCG/ML IV ENJEKSIYONLUK COZELTI (5 AMPUL),8699606757283,H05BX02,paricalcitol
RECTAZIN 4 G/60 ML REKTAL SUSPANSIYON (7 ADET),8682773061017,A07EC02,mesalazine
"RECTODERM %0,4 REKTAL MERHEM 30 G",8699293422846,C05AE01,glyceryl trinitrate
"RECTONID %0,4 REKTAL MERHEM",8680186490448,C05AE01,glyceryl trinitrate
"RECTUS 161 MG/ML + 59 MG/ML REKTAL COZELTI
(135 ML)",8681812046206,A06AG01,sodium phosphate
"RECTUS 161 MG/ML + 59 MG/ML REKTAL COZELTİ
(210 ML)
",8681812046213,A06AG01,sodium phosphate
REDDITUX 100 MG/10 ML INFUZYON COZELTESI HAZIRLAMAK ICIN KONSANTRE COZELTI,8680885576016,L01FA01,rituximab
REDDITUX 500 MG/50 ML INFUZYON COZELTESI HAZIRLAMAK ICIN KONSANTRE COZELTI,8680885576023,L01FA01,rituximab
REDEKAIN %5 POMAD (30 GR),8698747380015,D04AB01,lidocaine
REDEPRA 15 MG 28 FILM TABLET,8699541095013,N06AX11,mirtazapine
REDEPRA 30 MG 28 FILM TABLET,8699541093811,N06AX11,mirtazapine
REDEPRA 45 MG 28 FILM TABLET,8699541095112,N06AX11,mirtazapine
REDOXON 500 MG 5 AMPUL,8699546755714,A11GA01,ascorbic acid (vit c)
"REDPLUS INSULIN KALEM IGNESI 31G (0,25X5MM)",8680738811899,V07AY,Other non-therapeutic auxiliary products
"REDPLUS INSULIN KALEM IGNESI 31G (0,25X6MM)",8680738811905,V07AY,Other non-therapeutic auxiliary products
"REDPLUS INSULIN KALEM IGNESI 31G (0,25X8MM)",8680738811912,V07AY,Other non-therapeutic auxiliary products
"REDPLUS INSULIN KALEM IGNESI 32G (0,23X4MM)",8680738811882,V07AY,Other non-therapeutic auxiliary products
REDUPOT 880 MG GRANUL 20 SASE,8699514200178,V03AE01,polystyrene sulfonate
REFACTO AF 1000 IU IV ENJEKSIYONLUK COZELTI ICIN TOZ VE COZUCU 1 FLAKON,8681308274427,B02BD02,coagulation factor vııı
REFACTO AF 2000 IU IV ENJEKSIYONLUK COZELTI ICIN TOZ VE COZUCU 1 FLAKON,8681308274434,B02BD02,coagulation factor vııı
REFACTO AF 250 IU IV ENJEKSIYONLUK COZELTI ICIN TOZ VE COZUCU 1 FLAKON,8681308274403,B02BD02,coagulation factor vııı
REFACTO AF 500 IU IV ENJEKSIYONLUK COZELTI ICIN TOZ VE COZUCU 1 FLAKON,8681308274410,B02BD02,coagulation factor vııı
REFASTIL 40 MG IV ENJEKSIYON VE INFUZYON ICIN TOZ ICEREN 1 FLAKON,8699844791032,A02BC05,esomeprazole
REFCON ADVANCE 100 MG+20 MG/ML ORAL SUSPANSIYON (200 ML),8680131751648,A02BX13,alginic acid
"REFCON DOUBLE ACTION 50 MG+21,3 MG+32,5 MG/ML ORAL SUSPANSIYON (200 ML)",8680131751655,A02BX13,alginic acid
"REFCON LIKIT 50 MG+26,7 MG+16 MG/ML ORAL SUSPANSIYON  (200 ML)",8680131751662,A02BX13,alginic acid
REFLOR 250 MG 10 KAPSUL,8699265150012,A07FA02,saccharomyces boulardii
REFLOR 250 MG 20 KAPSUL,8699265150029,A07FA02,saccharomyces boulardii
REFLOR 250 MG LIYOFILIZE TOZ ICEREN 10 SASE,8699265250026,A07FA02,saccharomyces boulardii
REFLOR 250 MG LIYOFILIZE TOZ ICEREN 20 SASE,8699265250033,A07FA02,saccharomyces boulardii
REFRESH LIQUIGEL LUBRICANT 15 ML GOZ DAMLASI,8699490561201,S01XA20,artificial tears and other indifferent preparations
REFRESH TEARS LUBRICANT 15 ML GOZ DAMLASI,8699490561218,S01XA20,artificial tears and other indifferent preparations
REFRESH TEK DOZLUK GOZ DAMLASI 30 FLAKON,8699490561225,S01XA20,artificial tears and other indifferent preparations
REGAPEN 150 MG 56 KAPSÜL,8699680150031,N02BF02,pregabalin
REGAPEN 25 MG 56 KAPSÜL,8699680150017,N02BF02,pregabalin
REGAPEN 300 MG 56 KAPSÜL,8699680150048,N02BF02,pregabalin
